PostalCode,City,State,Region,Country,CustomerID,CustomerName,Segment,ProductID,ProductName,Manufacturer,SubCategory,Category,OrderID,OrderDate,ShipDate,ShipMode,OrderItemID,Discount,Quantity,Profit,Sales
10024,New York City,New York,East,United States,C00479,Pauline Johnson,Consumer,L00570,"Eldon Expressions Wood Desk Accessories, Oak",Eldon,Furnishings,Furniture,CA-2012-122973,2012/7/18,2012/7/20,Second Class,CA-2012-122973-L00570,0,1,2,7
10035,New York City,New York,East,United States,C00271,Mitch Webber,Consumer,L00912,Imation Bio 8GB USB?lash Drive Imation?orp,Imation,Accessories,Technology,US-2012-137960,2012/12/18,2012/12/18,Same Day,US-2012-137960-L00912,0,1,25,166
85301,Glendale,Arizona,West,United States,C00427,Maya Herman,Corporate,L01096,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Other,Storage,Office Supplies,CA-2013-108959,2013/3/11,2013/3/15,Second Class,CA-2013-108959-L01096,0.2,1,7,105
92646,Huntington Beach,California,West,United States,C00041,Laurel Beltran,Home Office,L00772,Globe Weis Peel & Seel First Class Envelopes,Global,Envelopes,Office Supplies,CA-2013-124583,2013/9/2,2013/9/4,Second Class,CA-2013-124583-L00772,0,1,6,13
10011,New York City,New York,East,United States,C00354,Christina VanderZanden,Consumer,L00875,Howard Miller 16 Diameter Gallery Wall Clock,Howard Miller,Furnishings,Furniture,CA-2013-123120,2013/9/5,2013/9/9,Standard Class,CA-2013-123120-L00875,0,1,25,64
8861,Perth Amboy,New Jersey,East,United States,C00327,Nick Radford,Consumer,L00701,GBC ProClick 150 Presentation Binding System,GBC,Binders,Office Supplies,CA-2013-152688,2013/10/18,2013/10/21,First Class,CA-2013-152688-L00701,0,1,149,316
90004,Los Angeles,California,West,United States,C00458,Carl Weiss,Home Office,L00044,Acco Economy Flexible Poly Round Ring Binder,Acco,Binders,Office Supplies,CA-2013-119018,2013/11/5,2013/11/9,Standard Class,CA-2013-119018-L00044,0.2,1,1,4
90008,Los Angeles,California,West,United States,C00466,Tracy Collins,Home Office,L00639,Fellowes Command Center 5-outlet power strip,Fellowes,Appliances,Office Supplies,CA-2013-166226,2013/11/19,2013/11/23,Standard Class,CA-2013-166226-L00639,0,1,18,68
92105,San Diego,California,West,United States,C00097,Helen Wasserman,Corporate,L00620,Executive Impressions 14 Contract Wall Clock,Executive Impressions,Furnishings,Furniture,CA-2014-105809,2014/2/21,2014/2/24,First Class,CA-2014-105809-L00620,0,1,7,22
3301,Concord,New Hampshire,East,United States,C00260,Tony Sayre,Consumer,L01040,Luxo Professional Combination Clamp-On Lamps,Luxo,Furnishings,Furniture,CA-2014-106747,2014/7/4,2014/7/5,First Class,CA-2014-106747-L01040,0,1,27,102
60623,Chicago,Illinois,Central,United States,C00497,Janet Lee,Consumer,L00595,"Electrix Incandescent Magnifying Lamp, Black",Electrix,Furnishings,Furniture,US-2011-130379,2011/5/25,2011/5/29,Standard Class,US-2011-130379-L00595,0.6,2,-24,29
75217,Dallas,Texas,Central,United States,C00094,Katherine Murray,Home Office,L00826,HON 5400 Series Task Chairs for Big and Tall,Hon,Chairs,Furniture,CA-2011-143903,2011/7/20,2011/7/24,Standard Class,CA-2011-143903-L00826,0.3,2,-140,981
94122,San Francisco,California,West,United States,C00529,Sonia Sunley,Consumer,L00358,Boston KS Multi-Size Manual Pencil Sharpener,Boston,Art,Office Supplies,CA-2011-150490,2011/8/5,2011/8/11,Standard Class,CA-2011-150490-L00358,0,2,13,46
33180,Miami,Florida,South,United States,C00450,Duane Huffman,Home Office,L00062,Acco Side-Punched Conventional Columnar Pads,Acco,Supplies,Office Supplies,CA-2011-156244,2011/8/12,2011/8/16,Standard Class,CA-2011-156244-L00062,0.2,2,-1,6
90045,Los Angeles,California,West,United States,C00011,Arthur Prichep,Consumer,L01040,Luxo Professional Combination Clamp-On Lamps,Luxo,Furnishings,Furniture,CA-2011-146969,2011/9/29,2011/10/3,Standard Class,CA-2011-146969-L01040,0,2,53,205
43229,Columbus,Ohio,East,United States,C00346,Denny Ordway,Consumer,L00885,Hunt Boston Vacuum Mount KS Pencil Sharpener,Hunt,Art,Office Supplies,CA-2011-108903,2011/10/3,2011/10/3,Same Day,CA-2011-108903-L00885,0.2,2,4,56
2920,Cranston,Rhode Island,East,United States,C00070,Anne McFarland,Consumer,L00570,"Eldon Expressions Wood Desk Accessories, Oak",Eldon,Furnishings,Furniture,CA-2011-145387,2011/10/31,2011/11/2,Second Class,CA-2011-145387-L00570,0,2,4,15
45040,Mason,Ohio,East,United States,C00033,Erin Ashbrook,Corporate,L00044,Acco Economy Flexible Poly Round Ring Binder,Acco,Binders,Office Supplies,CA-2011-114195,2011/11/1,2011/11/3,First Class,CA-2011-114195-L00044,0.7,2,-3,3
90049,Los Angeles,California,West,United States,C00356,Chad Cunningham,Home Office,L00620,Executive Impressions 14 Contract Wall Clock,Executive Impressions,Furnishings,Furniture,CA-2011-136399,2011/12/16,2011/12/17,First Class,CA-2011-136399-L00620,0,2,15,44
10024,New York City,New York,East,United States,C00315,Tiffany House,Corporate,L00827,Hon 61000 Series Interactive Training Tables,Hon,Tables,Furniture,CA-2011-114517,2011/12/23,2011/12/27,Standard Class,CA-2011-114517-L00827,0.4,2,-20,53
1841,Lawrence,Massachusetts,East,United States,C00141,Scott Cohen,Corporate,L00244,Avery Fluorescent Highlighter Four-Color Set,Avery,Art,Office Supplies,CA-2012-152681,2012/1/17,2012/1/22,Standard Class,CA-2012-152681-L00244,0,2,2,7
60505,Aurora,Illinois,Central,United States,C00297,Dennis Pardue,Home Office,L00358,Boston KS Multi-Size Manual Pencil Sharpener,Boston,Art,Office Supplies,CA-2012-129217,2012/5/10,2012/5/10,Same Day,CA-2012-129217-L00358,0.2,2,4,37
98105,Seattle,Washington,West,United States,C00608,Corey-Lock,Consumer,L00900,Ibico Presentation Index for Binding Systems,Ibico,Binders,Office Supplies,CA-2012-147501,2012/8/2,2012/8/6,Standard Class,CA-2012-147501-L00900,0.2,2,2,6
92054,Oceanside,California,West,United States,C00301,Daniel Lacy,Consumer,L01040,Luxo Professional Combination Clamp-On Lamps,Luxo,Furnishings,Furniture,CA-2012-112571,2012/9/22,2012/9/22,Same Day,CA-2012-112571-L01040,0,2,53,205
92105,San Diego,California,West,United States,C00682,Matt Hagelstein,Corporate,L00620,Executive Impressions 14 Contract Wall Clock,Executive Impressions,Furnishings,Furniture,CA-2012-156440,2012/12/5,2012/12/9,Standard Class,CA-2012-156440-L00620,0,2,15,44
20735,Clinton,Maryland,East,United States,C00776,Brad Thomas,Home Office,L00952,Kensington 7 Outlet MasterPiece Power Center,Kensington,Appliances,Office Supplies,CA-2012-165085,2012/12/27,2012/12/31,Standard Class,CA-2012-165085-L00952,0,2,103,356
10035,New York City,New York,East,United States,C00015,Greg Tran,Consumer,L00620,Executive Impressions 14 Contract Wall Clock,Executive Impressions,Furnishings,Furniture,CA-2013-123274,2013/2/19,2013/2/24,Standard Class,CA-2013-123274-L00620,0,2,15,44
94110,San Francisco,California,West,United States,C00136,Bill Donatelli,Consumer,L00826,HON 5400 Series Task Chairs for Big and Tall,Hon,Chairs,Furniture,CA-2013-136406,2013/4/16,2013/4/18,Second Class,CA-2013-136406-L00826,0.2,2,0,1122
28052,Gastonia,North Carolina,South,United States,C00142,Ross Baird,Home Office,L00701,GBC ProClick 150 Presentation Binding System,GBC,Binders,Office Supplies,US-2013-123750,2013/4/16,2013/4/22,Standard Class,US-2013-123750-L00701,0.7,2,-145,190
94109,San Francisco,California,West,United States,C00619,Amy Hunt,Consumer,L00827,Hon 61000 Series Interactive Training Tables,Hon,Tables,Furniture,CA-2013-126165,2013/5/6,2013/5/8,Second Class,CA-2013-126165-L00827,0.2,2,-2,71
90049,Los Angeles,California,West,United States,C00254,Christine Phan,Corporate,L00827,Hon 61000 Series Interactive Training Tables,Hon,Tables,Furniture,CA-2013-164889,2013/6/4,2013/6/7,Second Class,CA-2013-164889-L00827,0.2,2,-2,71
6708,Waterbury,Connecticut,East,United States,C00254,Christine Phan,Corporate,L00900,Ibico Presentation Index for Binding Systems,Ibico,Binders,Office Supplies,CA-2013-133613,2013/6/18,2013/6/23,Standard Class,CA-2013-133613-L00900,0,2,4,8
7501,Paterson,New Jersey,East,United States,C00460,Becky Pak,Consumer,L00900,Ibico Presentation Index for Binding Systems,Ibico,Binders,Office Supplies,CA-2013-154767,2013/6/29,2013/7/1,Second Class,CA-2013-154767-L00900,0,2,4,8
84057,Orem,Utah,West,United States,C00235,Max Jones,Consumer,L00358,Boston KS Multi-Size Manual Pencil Sharpener,Boston,Art,Office Supplies,CA-2013-106397,2013/7/8,2013/7/14,Standard Class,CA-2013-106397-L00358,0,2,13,46
21215,Baltimore,Maryland,East,United States,C00130,Herbert Flentye,Consumer,L00570,"Eldon Expressions Wood Desk Accessories, Oak",Eldon,Furnishings,Furniture,US-2013-147711,2013/9/4,2013/9/9,Second Class,US-2013-147711-L00570,0,2,4,15
90278,Redondo Beach,California,West,United States,C00281,Joseph Holt,Consumer,L00013,14-7/8 x 11 Blue Bar Computer Printout Paper,Other,Paper,Office Supplies,CA-2013-151372,2013/9/6,2013/9/7,First Class,CA-2013-151372-L00013,0,2,46,96
93277,Visalia,California,West,United States,C00240,Liz Preis,Consumer,L01096,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Other,Storage,Office Supplies,CA-2013-103709,2013/9/9,2013/9/16,Standard Class,CA-2013-103709-L01096,0,2,65,262
43229,Columbus,Ohio,East,United States,C00032,Pete Kriz,Consumer,L01189,Office Star - Contemporary Task Swivel Chair,Office Star,Chairs,Furniture,US-2013-134488,2013/9/25,2013/10/2,Standard Class,US-2013-134488-L01189,0.3,2,-13,155
60610,Chicago,Illinois,Central,United States,C00010,Emily Phan,Consumer,L00244,Avery Fluorescent Highlighter Four-Color Set,Avery,Art,Office Supplies,CA-2013-113390,2013/10/12,2013/10/16,Standard Class,CA-2013-113390-L00244,0.2,2,1,5
32216,Jacksonville,Florida,South,United States,C00063,Kelly Lampkin,Corporate,L00620,Executive Impressions 14 Contract Wall Clock,Executive Impressions,Furnishings,Furniture,US-2013-153815,2013/11/7,2013/11/10,First Class,US-2013-153815-L00620,0.2,2,6,36
98115,Seattle,Washington,West,United States,C00339,Janet Molinari,Corporate,L01531,Tenex Chairmats For Use With Carpeted Floors,Tenex,Furnishings,Furniture,CA-2013-126858,2013/11/20,2013/11/24,Standard Class,CA-2013-126858-L01531,0,2,2,32
93030,Oxnard,California,West,United States,C00041,Laurel Beltran,Home Office,L01531,Tenex Chairmats For Use With Carpeted Floors,Tenex,Furnishings,Furniture,US-2013-155768,2013/12/2,2013/12/2,Same Day,US-2013-155768-L01531,0,2,2,32
90004,Los Angeles,California,West,United States,C00706,Benjamin Patterson,Consumer,L00570,"Eldon Expressions Wood Desk Accessories, Oak",Eldon,Furnishings,Furniture,US-2013-116442,2013/12/16,2013/12/23,Standard Class,US-2013-116442-L00570,0,2,4,15
23223,Richmond,Virginia,South,United States,C00012,Lena Cacioppo,Consumer,L00689,GBC Instant Index System for Binding Systems,GBC,Binders,Office Supplies,CA-2014-113705,2014/3/28,2014/3/30,Second Class,CA-2014-113705-L00689,0,2,9,18
33614,Tampa,Florida,South,United States,C00305,Christopher Schild,Home Office,L00689,GBC Instant Index System for Binding Systems,GBC,Binders,Office Supplies,US-2014-100930,2014/4/8,2014/4/13,Standard Class,US-2014-100930-L00689,0.7,2,-4,5
60623,Chicago,Illinois,Central,United States,C00634,Pete Takahito,Consumer,L01622,Wilson Jones 1 Hanging DublLock Ring Binders,Wilson Jones,Binders,Office Supplies,CA-2014-145093,2014/7/22,2014/7/27,Standard Class,CA-2014-145093-L01622,0.8,2,-3,2
77095,Houston,Texas,Central,United States,C00294,Emily Ducich,Home Office,L00062,Acco Side-Punched Conventional Columnar Pads,Acco,Supplies,Office Supplies,CA-2014-133102,2014/8/18,2014/8/25,Standard Class,CA-2014-133102-L00062,0.2,2,-1,6
98105,Seattle,Washington,West,United States,C00282,Jennifer Ferguson,Consumer,L01189,Office Star - Contemporary Task Swivel Chair,Office Star,Chairs,Furniture,US-2014-142188,2014/9/12,2014/9/12,Same Day,US-2014-142188-L01189,0.2,2,9,178
84604,Provo,Utah,West,United States,C00362,Alan Schoenberger,Corporate,L01096,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Other,Storage,Office Supplies,CA-2014-112515,2014/9/18,2014/9/22,Second Class,CA-2014-112515-L01096,0,2,65,262
37918,Knoxville,Tennessee,South,United States,C00016,Dean percer,Home Office,L00570,"Eldon Expressions Wood Desk Accessories, Oak",Eldon,Furnishings,Furniture,US-2014-162558,2014/10/3,2014/10/6,First Class,US-2014-162558-L00570,0.2,2,1,12
32839,Orlando,Florida,South,United States,C00349,Dave Kipp,Consumer,L00885,Hunt Boston Vacuum Mount KS Pencil Sharpener,Hunt,Art,Office Supplies,CA-2014-100622,2014/11/4,2014/11/8,Standard Class,CA-2014-100622-L00885,0.2,2,4,56
98105,Seattle,Washington,West,United States,C00355,Christina DeMoss,Consumer,L01622,Wilson Jones 1 Hanging DublLock Ring Binders,Wilson Jones,Binders,Office Supplies,US-2014-132444,2014/11/19,2014/11/22,First Class,US-2014-132444-L01622,0.2,2,3,8
90008,Los Angeles,California,West,United States,C00209,Beth Paige,Consumer,L00827,Hon 61000 Series Interactive Training Tables,Hon,Tables,Furniture,CA-2014-137505,2014/11/25,2014/11/25,Same Day,CA-2014-137505-L00827,0.2,2,-2,71
29406,North Charleston,South Carolina,South,United States,C00644,Justin Ellison,Corporate,L00570,"Eldon Expressions Wood Desk Accessories, Oak",Eldon,Furnishings,Furniture,US-2014-135503,2014/12/11,2014/12/16,Standard Class,US-2014-135503-L00570,0,2,4,15
79605,Abilene,Texas,Central,United States,C00052,Dennis Kane,Consumer,L00854,Hoover Commercial Lightweight Upright Vacuum,Hoover,Appliances,Office Supplies,CA-2014-165099,2014/12/12,2014/12/14,First Class,CA-2014-165099-L00854,0.8,2,-4,1
35810,Huntsville,Alabama,South,United States,C00060,Mick Hernandez,Home Office,L00013,14-7/8 x 11 Blue Bar Computer Printout Paper,Other,Paper,Office Supplies,CA-2014-114055,2014/12/26,2014/12/30,Second Class,CA-2014-114055-L00013,0,2,46,96
43229,Columbus,Ohio,East,United States,C00466,Tracy Collins,Home Office,L00044,Acco Economy Flexible Poly Round Ring Binder,Acco,Binders,Office Supplies,CA-2014-112487,2014/12/27,2014/12/31,Standard Class,CA-2014-112487-L00044,0.7,2,-3,3
77036,Houston,Texas,Central,United States,C00555,Giulietta Weimer,Consumer,L00315,Bevis Round Conference Room Tables and Bases,Bevis,Tables,Furniture,CA-2011-168312,2011/3/1,2011/3/7,Standard Class,CA-2011-168312-L00315,0.3,3,-43,377
32216,Jacksonville,Florida,South,United States,C00224,Sean Miller,Home Office,L00244,Avery Fluorescent Highlighter Four-Color Set,Avery,Art,Office Supplies,CA-2011-145317,2011/3/18,2011/3/23,Standard Class,CA-2011-145317-L00244,0.2,3,1,8
95123,San Jose,California,West,United States,C00380,Nicole Fjeld,Home Office,L00616,Executive Impressions 13 Chairman Wall Clock,Executive Impressions,Furnishings,Furniture,CA-2011-169460,2011/4/19,2011/4/21,Second Class,CA-2011-169460-L00616,0,3,27,76
48183,Trenton,Michigan,Central,United States,C00003,Matt Abelman,Home Office,L00772,Globe Weis Peel & Seel First Class Envelopes,Global,Envelopes,Office Supplies,CA-2011-124478,2011/8/8,2011/8/12,Standard Class,CA-2011-124478-L00772,0,3,17,38
11572,Oceanside,New York,East,United States,C00247,Jennifer Patt,Corporate,L01622,Wilson Jones 1 Hanging DublLock Ring Binders,Wilson Jones,Binders,Office Supplies,CA-2011-107916,2011/8/24,2011/8/26,First Class,CA-2011-107916-L01622,0.2,3,4,13
11561,Long Beach,New York,East,United States,C00301,Daniel Lacy,Consumer,L00952,Kensington 7 Outlet MasterPiece Power Center,Kensington,Appliances,Office Supplies,US-2011-137155,2011/11/1,2011/11/5,Standard Class,US-2011-137155-L00952,0,3,155,534
80219,Denver,Colorado,West,United States,C00057,Russell Applegate,Consumer,L01100,Model L Table or Wall-Mount Pencil Sharpener,Other,Art,Office Supplies,CA-2011-134313,2011/11/1,2011/11/7,Standard Class,CA-2011-134313-L01100,0.2,3,4,43
19134,Philadelphia,Pennsylvania,East,United States,C00292,Frank Preis,Consumer,L00772,Globe Weis Peel & Seel First Class Envelopes,Global,Envelopes,Office Supplies,CA-2011-138128,2011/12/9,2011/12/15,Standard Class,CA-2011-138128-L00772,0.2,3,10,31
85023,Phoenix,Arizona,West,United States,C00196,Randy Ferguson,Corporate,L00595,"Electrix Incandescent Magnifying Lamp, Black",Electrix,Furnishings,Furniture,CA-2011-124079,2011/12/13,2011/12/17,Standard Class,CA-2011-124079-L00595,0.2,3,8,88
90049,Los Angeles,California,West,United States,C00647,John Dryer,Consumer,L01601,"Vtech AT&T CL2940 Corded Speakerphone, Black",Other,Machines,Technology,US-2012-159513,2012/4/2,2012/4/9,Standard Class,US-2012-159513-L01601,0.2,3,24,72
30076,Roswell,Georgia,South,United States,C00054,Anna Haberlin,Corporate,L01605,Wausau Papers Astrobrights Colored Envelopes,Other,Envelopes,Office Supplies,CA-2012-166604,2012/5/15,2012/5/20,Second Class,CA-2012-166604-L01605,0,3,9,18
19143,Philadelphia,Pennsylvania,East,United States,C00654,Harold Dahlen,Home Office,L00244,Avery Fluorescent Highlighter Four-Color Set,Avery,Art,Office Supplies,CA-2012-157343,2012/6/7,2012/6/11,Standard Class,CA-2012-157343-L00244,0.2,3,1,8
23223,Richmond,Virginia,South,United States,C00071,Sue Ann Reed,Consumer,L01189,Office Star - Contemporary Task Swivel Chair,Office Star,Chairs,Furniture,CA-2012-115938,2012/6/26,2012/6/30,Standard Class,CA-2012-115938-L01189,0,3,80,333
85301,Glendale,Arizona,West,United States,C00303,Cyma Kinney,Corporate,L01189,Office Star - Contemporary Task Swivel Chair,Office Star,Chairs,Furniture,CA-2012-127754,2012/7/26,2012/7/31,Standard Class,CA-2012-127754-L01189,0.2,3,13,266
98103,Seattle,Washington,West,United States,C00571,Beth Thompson,Home Office,L00875,Howard Miller 16 Diameter Gallery Wall Clock,Howard Miller,Furnishings,Furniture,CA-2012-138002,2012/9/6,2012/9/12,Standard Class,CA-2012-138002-L00875,0,3,75,192
60610,Chicago,Illinois,Central,United States,C00754,David Philippe,Consumer,L00244,Avery Fluorescent Highlighter Four-Color Set,Avery,Art,Office Supplies,CA-2012-112522,2012/10/10,2012/10/17,Standard Class,CA-2012-112522-L00244,0.2,3,1,8
84084,West Jordan,Utah,West,United States,C00056,Sanjit Chand,Consumer,L00620,Executive Impressions 14 Contract Wall Clock,Executive Impressions,Furnishings,Furniture,CA-2012-123568,2012/11/8,2012/11/14,Standard Class,CA-2012-123568-L00620,0,3,22,67
19901,Dover,Delaware,East,United States,C00686,Lycoris Saunders,Consumer,L00616,Executive Impressions 13 Chairman Wall Clock,Executive Impressions,Furnishings,Furniture,US-2012-111927,2012/11/14,2012/11/19,Standard Class,US-2012-111927-L00616,0,3,27,76
98105,Seattle,Washington,West,United States,C00548,Katrina Bavinger,Home Office,L00570,"Eldon Expressions Wood Desk Accessories, Oak",Eldon,Furnishings,Furniture,CA-2012-112305,2012/11/20,2012/11/25,Standard Class,CA-2012-112305-L00570,0,3,6,22
46226,Lawrence,Indiana,Central,United States,C00604,Denise Leinenbach,Consumer,L00911,Imation Bio 2GB USB?lash Drive Imation?orp,Imation,Accessories,Technology,CA-2012-109337,2012/11/21,2012/11/23,Second Class,CA-2012-109337-L00911,0,3,165,394
10035,New York City,New York,East,United States,C00040,Maribeth Schnelling,Consumer,L01605,Wausau Papers Astrobrights Colored Envelopes,Other,Envelopes,Office Supplies,CA-2012-130659,2012/12/4,2012/12/9,Second Class,CA-2012-130659-L01605,0,3,9,18
94109,San Francisco,California,West,United States,C00449,Duane Noonan,Consumer,L00570,"Eldon Expressions Wood Desk Accessories, Oak",Eldon,Furnishings,Furniture,CA-2013-114951,2013/6/27,2013/7/4,Standard Class,CA-2013-114951-L00570,0,3,6,22
75220,Dallas,Texas,Central,United States,C00272,Michael Chen,Consumer,L01096,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Other,Storage,Office Supplies,CA-2013-116337,2013/11/8,2013/11/13,Standard Class,CA-2013-116337-L01096,0.2,3,20,314
42071,Murray,Kentucky,South,United States,C00150,James Galang,Consumer,L00875,Howard Miller 16 Diameter Gallery Wall Clock,Howard Miller,Furnishings,Furniture,CA-2013-124772,2013/12/6,2013/12/7,First Class,CA-2013-124772-L00875,0,3,75,192
37064,Franklin,Tennessee,South,United States,C00023,Damala Kotsonis,Corporate,L00827,Hon 61000 Series Interactive Training Tables,Hon,Tables,Furniture,US-2013-161844,2013/12/10,2013/12/15,Second Class,US-2013-161844-L00827,0.4,3,-29,80
90004,Los Angeles,California,West,United States,C00423,Mike Caudle,Corporate,L01100,Model L Table or Wall-Mount Pencil Sharpener,Other,Art,Office Supplies,CA-2013-129868,2013/12/27,2014/1/1,Standard Class,CA-2013-129868-L01100,0,3,15,54
33024,Pembroke Pines,Florida,South,United States,C00088,Shahid Collister,Consumer,L00013,14-7/8 x 11 Blue Bar Computer Printout Paper,Other,Paper,Office Supplies,CA-2014-126354,2014/2/4,2014/2/9,Standard Class,CA-2014-126354-L00013,0.2,3,40,115
98105,Seattle,Washington,West,United States,C00322,Paul Stevenson,Home Office,L00570,"Eldon Expressions Wood Desk Accessories, Oak",Eldon,Furnishings,Furniture,CA-2014-111591,2014/3/22,2014/3/26,Standard Class,CA-2014-111591-L00570,0,3,6,22
48237,Oak Park,Michigan,Central,United States,C00419,Nicole Hansen,Corporate,L01040,Luxo Professional Combination Clamp-On Lamps,Luxo,Furnishings,Furniture,US-2014-136721,2014/4/9,2014/4/13,Standard Class,US-2014-136721-L01040,0,3,80,307
13021,Auburn,New York,East,United States,C00554,John Grady,Corporate,L00374,Bulldog Table or Wall-Mount Pencil Sharpener,Bulldog,Art,Office Supplies,CA-2014-167899,2014/5/22,2014/5/27,Standard Class,CA-2014-167899-L00374,0,3,5,18
27405,Greensboro,North Carolina,South,United States,C00188,Bart Watters,Corporate,L01468,Sony 8GB Class 10 Micro SDHC R40 Memory Card,Sony,Accessories,Technology,CA-2014-151855,2014/5/28,2014/6/4,Standard Class,CA-2014-151855-L01468,0.2,3,0,27
60610,Chicago,Illinois,Central,United States,C00408,Troy Staebel,Consumer,L00570,"Eldon Expressions Wood Desk Accessories, Oak",Eldon,Furnishings,Furniture,CA-2014-124191,2014/6/13,2014/6/15,Second Class,CA-2014-124191-L00570,0.6,3,-7,9
75104,Cedar Hill,Texas,Central,United States,C00314,Todd Boyes,Corporate,L00013,14-7/8 x 11 Blue Bar Computer Printout Paper,Other,Paper,Office Supplies,CA-2014-136609,2014/8/7,2014/8/12,Standard Class,CA-2014-136609-L00013,0.2,3,40,115
77095,Houston,Texas,Central,United States,C00294,Emily Ducich,Home Office,L00244,Avery Fluorescent Highlighter Four-Color Set,Avery,Art,Office Supplies,CA-2014-133102,2014/8/18,2014/8/25,Standard Class,CA-2014-133102-L00244,0.2,3,1,8
94601,Oakland,California,West,United States,C00379,Patrick Ryan,Consumer,L00639,Fellowes Command Center 5-outlet power strip,Fellowes,Appliances,Office Supplies,US-2014-109253,2014/8/22,2014/8/23,First Class,US-2014-109253-L00639,0,3,55,204
90032,Los Angeles,California,West,United States,C00749,Jasper Cacioppo,Consumer,L01531,Tenex Chairmats For Use With Carpeted Floors,Tenex,Furnishings,Furniture,US-2014-129441,2014/9/8,2014/9/12,Standard Class,US-2014-129441-L01531,0,3,2,48
80525,Fort Collins,Colorado,West,United States,C00243,Kristina Nunn,Home Office,L01605,Wausau Papers Astrobrights Colored Envelopes,Other,Envelopes,Office Supplies,CA-2014-138422,2014/9/24,2014/9/27,First Class,CA-2014-138422-L01605,0.2,3,5,14
90008,Los Angeles,California,West,United States,C00181,Frank Atkinson,Corporate,L01464,Socket Bluetooth Cordless Hand Scanner (CHS),Socket,Machines,Technology,CA-2014-122364,2014/9/25,2014/9/30,Standard Class,CA-2014-122364-L01464,0.2,3,177,506
60505,Aurora,Illinois,Central,United States,C00303,Cyma Kinney,Corporate,L00827,Hon 61000 Series Interactive Training Tables,Hon,Tables,Furniture,US-2014-117247,2014/10/10,2014/10/15,Standard Class,US-2014-117247-L00827,0.5,3,-43,67
10011,New York City,New York,East,United States,C00137,Anne Pryor,Home Office,L00827,Hon 61000 Series Interactive Training Tables,Hon,Tables,Furniture,CA-2014-143021,2014/11/20,2014/11/20,Same Day,CA-2014-143021-L00827,0.4,3,-29,80
10035,New York City,New York,East,United States,C00568,Carlos Daly,Consumer,L00358,Boston KS Multi-Size Manual Pencil Sharpener,Boston,Art,Office Supplies,CA-2014-111556,2014/11/21,2014/11/23,First Class,CA-2014-111556-L00358,0,3,19,69
83642,Meridian,Idaho,West,United States,C00299,Dave Poirier,Corporate,L00689,GBC Instant Index System for Binding Systems,GBC,Binders,Office Supplies,CA-2014-163671,2014/12/25,2014/12/31,Standard Class,CA-2014-163671-L00689,0.2,3,8,21
75081,Dallas,Texas,Central,United States,C00066,Guy Armstrong,Consumer,L01622,Wilson Jones 1 Hanging DublLock Ring Binders,Wilson Jones,Binders,Office Supplies,CA-2014-134194,2014/12/26,2015/1/2,Standard Class,CA-2014-134194-L01622,0.8,3,-5,3
91505,Burbank,California,West,United States,C00226,Sample Company A,Home Office,L01521,Swingline SM12-08 MicroCut Jam Free Shredder,Other,Machines,Technology,US-2011-131275,2011/3/18,2011/3/24,Standard Class,US-2011-131275-L01521,0.2,4,416,1280
94122,San Francisco,California,West,United States,C00014,Ken Lonsdale,Consumer,L00650,"Fellowes Personal Hanging Folder Files, Navy",Fellowes,Storage,Office Supplies,CA-2011-143917,2011/7/25,2011/7/27,Second Class,CA-2011-143917-L00650,0,4,15,54
98105,Seattle,Washington,West,United States,C00734,Angele Hood,Consumer,L01531,Tenex Chairmats For Use With Carpeted Floors,Tenex,Furnishings,Furniture,CA-2011-162278,2011/10/26,2011/10/30,Second Class,CA-2011-162278-L01531,0,4,3,64
37130,Murfreesboro,Tennessee,South,United States,C00093,Marina Lichtenstein,Corporate,L01622,Wilson Jones 1 Hanging DublLock Ring Binders,Wilson Jones,Binders,Office Supplies,CA-2012-120845,2012/9/25,2012/10/2,Standard Class,CA-2012-120845-L01622,0.7,4,-5,6
8701,Lakewood,New Jersey,East,United States,C00247,Jennifer Patt,Corporate,L00772,Globe Weis Peel & Seel First Class Envelopes,Global,Envelopes,Office Supplies,US-2012-137008,2012/10/2,2012/10/8,Standard Class,US-2012-137008-L00772,0,4,23,51
10011,New York City,New York,East,United States,C00189,Valerie Dominguez,Consumer,L00273,Avoid Verbal Orders Carbonless Minifold Book,Other,Paper,Office Supplies,CA-2012-113145,2012/11/1,2012/11/5,Standard Class,CA-2012-113145-L00273,0,4,6,14
48126,Dearborn,Michigan,Central,United States,C00163,Sylvia Foulston,Corporate,L01096,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Other,Storage,Office Supplies,CA-2012-138009,2012/11/29,2012/12/3,Standard Class,CA-2012-138009-L01096,0,4,131,523
43017,Dublin,Ohio,East,United States,C00593,Joni Blumstein,Consumer,L01521,Swingline SM12-08 MicroCut Jam Free Shredder,Other,Machines,Technology,CA-2012-169397,2012/12/24,2012/12/27,First Class,CA-2012-169397-L01521,0.7,4,-384,480
85301,Glendale,Arizona,West,United States,C00279,Kean Takahito,Consumer,L00650,"Fellowes Personal Hanging Folder Files, Navy",Fellowes,Storage,Office Supplies,CA-2013-112669,2013/4/15,2013/4/15,Same Day,CA-2013-112669-L00650,0.2,4,4,43
